OrderDate,OrderNumber,OrderLineItem,ProductSold,SoldTo,SoldIn,OrderQuantity,SoldBy,Shipping_Type,Order_Status
3/31/2017,SO67244,5,482,15972,7,1,292,Self Pickup,ok
3/31/2017,SO67247,3,479,27597,7,2,292,Self Pickup,ok
3/31/2017,SO67247,1,606,27597,9,1,292,Self Pickup,ok
3/31/2017,SO67215,3,482,14539,4,3,292,Self Pickup,ok
3/31/2017,SO67215,2,229,14539,1,1,292,Self Pickup,ok
3/31/2017,SO67212,1,214,15731,7,1,292,Self Pickup,ok
3/31/2017,SO67218,1,530,28123,7,3,292,Self Pickup,ok
3/31/2017,SO67259,1,564,11489,7,1,292,Self Pickup,ok
3/31/2017,SO67251,1,561,26705,10,1,292,Self Pickup,ok
3/31/2017,SO67206,3,537,18127,10,1,292,Self Pickup,ok
3/31/2017,SO67243,1,354,15937,4,1,292,Self Pickup,ok
3/31/2017,SO67254,2,481,23186,4,2,292,Self Pickup,ok
3/31/2017,SO67237,3,477,16093,4,1,292,Self Pickup,ok
3/31/2017,SO67231,1,529,13815,6,3,292,Self Pickup,ok
3/31/2017,SO67228,2,487,17438,6,1,292,Self Pickup,ok
3/31/2017,SO67224,2,477,13175,6,2,292,Self Pickup,ok
3/31/2017,SO67224,3,229,13175,4,1,292,Self Pickup,ok
3/31/2017,SO67211,1,529,12352,4,1,292,Self Pickup,ok
3/31/2017,SO67257,1,582,17871,9,1,292,Self Pickup,ok
3/31/2017,SO67241,2,537,11945,9,1,291,Self Pickup,ok
3/31/2017,SO67216,1,215,28582,9,1,291,Self Pickup,ok
3/31/2017,SO67255,2,220,21141,9,1,291,Self Pickup,ok
3/31/2017,SO67247,4,480,27597,10,2,289,Self Pickup,ok
3/31/2017,SO67205,4,491,15209,10,1,289,Self Pickup,ok
3/31/2017,SO67240,2,478,15568,10,1,288,Self Pickup,ok
3/31/2017,SO67256,1,387,21143,10,1,288,Self Pickup,ok
3/31/2017,SO67215,1,588,14539,10,1,288,Self Pickup,ok
3/31/2017,SO67241,1,358,11945,1,1,288,Self Pickup,ok
3/31/2017,SO67250,1,563,26649,1,1,288,Self Pickup,ok
3/31/2017,SO67213,2,484,15465,1,2,288,Self Pickup,ok
3/31/2017,SO67248,3,537,14668,1,1,288,Self Pickup,ok
3/31/2017,SO67237,1,598,16093,1,1,288,Self Pickup,ok
3/31/2017,SO67222,2,480,11176,4,2,288,Self Pickup,ok
3/31/2017,SO67236,2,214,14747,9,1,287,Self Pickup,ok
3/31/2017,SO67252,1,576,24792,9,1,287,Self Pickup,ok
3/31/2017,SO67249,4,477,14300,6,2,287,Self Pickup,ok
3/31/2017,SO67249,3,528,14300,9,2,287,Self Pickup,ok
3/31/2017,SO67235,1,373,16776,9,1,287,Self Pickup,ok
3/31/2017,SO67232,2,530,25696,9,2,287,Self Pickup,ok
3/31/2017,SO67230,2,477,21318,9,2,287,Self Pickup,ok
3/31/2017,SO67230,1,485,21318,4,2,287,Self Pickup,ok
3/31/2017,SO67205,3,223,15209,4,2,287,Self Pickup,ok
3/31/2017,SO67205,2,214,15209,4,1,287,Self Pickup,ok
3/31/2017,SO67206,5,485,18127,4,2,287,Self Pickup,ok
3/31/2017,SO67206,2,528,18127,4,2,287,Self Pickup,ok
3/31/2017,SO67219,1,540,11200,4,1,287,Self Pickup,ok
3/31/2017,SO67226,1,474,19866,6,1,287,Self Pickup,ok
3/31/2017,SO67221,4,466,22762,6,2,287,Self Pickup,ok
3/31/2017,SO67221,1,528,22762,10,2,287,Self Pickup,ok
3/31/2017,SO67221,2,536,22762,10,2,287,Self Pickup,ok
3/31/2017,SO67253,3,530,23666,10,2,287,Self Pickup,ok
3/31/2017,SO67253,1,564,23666,10,1,287,Self Pickup,ok
3/31/2017,SO67211,2,464,12352,10,2,287,Self Pickup,ok
3/31/2017,SO67211,3,215,12352,1,1,287,Self Pickup,ok
3/31/2017,SO67238,2,474,14755,1,1,287,Self Pickup,ok
3/31/2017,SO67238,3,489,14755,4,1,287,Self Pickup,ok
3/31/2017,SO67238,1,590,14755,10,1,287,Self Pickup,ok
3/31/2017,SO67245,2,491,25828,10,1,287,Self Pickup,ok
3/31/2017,SO67220,1,535,26334,6,2,287,Self Pickup,ok
3/31/2017,SO67208,1,484,11619,6,1,287,Self Pickup,ok
3/31/2017,SO67259,2,223,11489,4,2,286,Self Pickup,ok
3/31/2017,SO67231,2,540,13815,1,1,286,Self Pickup,ok
3/31/2017,SO67256,2,220,21143,1,1,285,Self Pickup,ok
3/31/2017,SO67247,5,484,27597,1,2,285,Self Pickup,ok
3/31/2017,SO67209,4,484,16184,1,2,285,Self Pickup,ok
3/31/2017,SO67237,2,478,16093,4,2,285,Self Pickup,ok
3/31/2017,SO67207,1,483,12191,4,1,285,Self Pickup,ok
3/31/2017,SO67234,2,528,11141,4,3,285,Self Pickup,ok
3/31/2017,SO67246,3,488,17916,6,1,285,Self Pickup,ok
3/31/2017,SO67244,1,362,15972,6,1,284,Self Pickup,ok
3/31/2017,SO67209,3,480,16184,6,2,284,Self Pickup,ok
3/31/2017,SO67209,2,529,16184,1,2,284,Self Pickup,ok
3/31/2017,SO67232,3,223,25696,1,2,284,Self Pickup,ok
3/31/2017,SO67205,1,589,15209,1,1,284,Self Pickup,ok
3/31/2017,SO67227,1,476,19151,1,1,284,Self Pickup,ok
3/31/2017,SO67223,1,536,23337,1,2,284,Self Pickup,ok
3/31/2017,SO67213,1,480,15465,1,2,284,Self Pickup,ok
3/31/2017,SO67248,4,220,14668,1,1,284,Self Pickup,ok
3/31/2017,SO67217,1,488,11694,9,1,284,Self Pickup,ok
3/31/2017,SO67229,2,220,20273,9,1,284,Self Pickup,ok
3/31/2017,SO67231,4,223,13815,9,3,284,Self Pickup,ok
3/31/2017,SO67228,1,477,17438,4,2,284,Self Pickup,ok
3/31/2017,SO67222,1,536,11176,4,2,284,Self Pickup,ok
3/31/2017,SO67221,3,215,22762,4,1,284,Self Pickup,ok
3/31/2017,SO67234,3,214,11141,4,1,284,Self Pickup,ok
3/31/2017,SO67234,1,537,11141,4,1,284,Self Pickup,ok
3/31/2017,SO67224,1,478,13175,9,1,284,Self Pickup,ok
3/31/2017,SO67253,4,220,23666,9,1,284,Self Pickup,ok
3/31/2017,SO67255,1,387,21141,4,1,284,Self Pickup,ok
3/31/2017,SO67242,2,485,15540,4,2,284,Self Pickup,ok
3/31/2017,SO67245,1,389,25828,6,1,284,Self Pickup,ok
3/31/2017,SO67244,3,528,15972,1,1,283,Self Pickup,ok
3/31/2017,SO67248,1,356,14668,1,1,283,Self Pickup,ok
3/31/2017,SO67233,1,541,14938,1,2,283,Self Pickup,ok
3/31/2017,SO67258,1,584,27885,9,1,283,Self Pickup,ok
3/31/2017,SO67243,4,480,15937,9,1,282,Self Pickup,ok
3/31/2017,SO67241,3,480,11945,9,2,281,Self Pickup,ok
4/1/2017,SO67390,1,360,15135,4,1,295,Delivery Truck,ok
4/1/2017,SO67415,2,530,12698,4,2,295,Delivery Truck,missing
4/1/2017,SO67408,1,389,28554,4,1,295,Delivery Truck,ok
4/1/2017,SO67382,1,223,12649,4,3,295,Delivery Truck,ok
4/1/2017,SO67398,2,215,21486,4,1,293,Delivery Truck,ok
4/1/2017,SO67416,1,575,13006,4,1,293,Delivery Truck,ok
4/1/2017,SO67365,2,477,21744,4,2,292,Delivery Truck,ok
4/1/2017,SO67397,3,477,23701,4,2,292,Delivery Truck,ok
4/1/2017,SO67414,1,573,12689,4,1,292,Delivery Truck,ok
4/1/2017,SO67409,3,477,28555,7,2,291,Delivery Truck,ok
4/1/2017,SO67381,2,480,14502,7,2,288,Delivery Truck,ok
4/1/2017,SO67357,2,488,17996,9,1,287,Delivery Truck,cancelled
4/1/2017,SO67406,3,529,18233,9,2,287,Delivery Truck,ok
4/1/2017,SO67357,1,583,17996,9,1,286,Delivery Truck,ok
4/1/2017,SO67359,3,480,27398,9,2,284,Delivery Truck,ok
4/1/2017,SO67388,1,360,16105,6,1,296,Express Air,unknown
4/1/2017,SO67375,2,484,14767,6,2,295,Express Air,ok
4/1/2017,SO67401,1,383,21482,1,1,291,Express Air,ok
4/1/2017,SO67393,2,466,29291,1,2,288,Express Air,ok
4/1/2017,SO67368,1,477,18750,1,2,287,Express Air,ok
4/1/2017,SO67359,1,538,27398,1,2,286,Express Air,ok
4/1/2017,SO67396,3,480,23370,6,1,293,Regular Air,ok
4/1/2017,SO67352,3,480,22214,6,2,293,Regular Air,ok
4/1/2017,SO67389,4,223,15586,6,2,292,Regular Air,ok
4/1/2017,SO67356,2,229,17987,10,1,288,Regular Air,ok
4/1/2017,SO67397,4,214,23701,10,1,287,Regular Air,ok
4/1/2017,SO67353,1,528,17317,1,2,285,Regular Air,missing
4/1/2017,SO67415,4,480,12698,1,2,284,Regular Air,ok
4/1/2017,SO67394,4,480,18200,6,2,283,Regular Air,ok
4/1/2017,SO67394,1,598,18200,6,1,296,Self Pickup,ok
4/1/2017,SO67378,4,477,14566,7,2,296,Self Pickup,ok
4/1/2017,SO67379,1,537,11791,7,1,295,Self Pickup,ok
4/1/2017,SO67367,1,474,17409,7,1,295,Self Pickup,ok
4/1/2017,SO67411,4,484,24716,7,1,295,Self Pickup,ok
4/1/2017,SO67390,2,478,15135,1,2,295,Self Pickup,ok
4/1/2017,SO67370,1,528,20792,1,2,295,Self Pickup,ok
4/1/2017,SO67399,3,235,21357,1,1,295,Self Pickup,ok
4/1/2017,SO67388,4,214,16105,6,1,295,Self Pickup,ok
4/1/2017,SO67351,1,232,11203,8,1,295,Self Pickup,ok
4/1/2017,SO67413,2,226,25634,8,1,295,Self Pickup,ok
4/1/2017,SO67397,2,479,23701,8,2,295,Self Pickup,ok
4/1/2017,SO67405,3,539,18227,8,2,295,Self Pickup,ok
4/1/2017,SO67408,2,220,28554,7,1,295,Self Pickup,ok
4/1/2017,SO67374,1,475,15922,7,1,295,Self Pickup,ok
4/1/2017,SO67353,4,235,17317,9,1,295,Self Pickup,ok
4/1/2017,SO67371,1,528,25621,9,2,293,Self Pickup,ok
4/1/2017,SO67366,1,478,12061,9,2,293,Self Pickup,ok
4/1/2017,SO67407,3,223,20874,8,2,293,Self Pickup,ok
4/1/2017,SO67407,1,383,20874,8,1,293,Self Pickup,ok
4/1/2017,SO67365,3,215,21744,8,1,293,Self Pickup,ok
4/1/2017,SO67403,1,580,18360,4,1,293,Self Pickup,ok
4/1/2017,SO67364,3,480,23304,4,2,293,Self Pickup,ok
4/1/2017,SO67353,2,536,17317,4,2,293,Self Pickup,ok
4/1/2017,SO67375,1,485,14767,4,2,293,Self Pickup,ok
4/1/2017,SO67362,1,528,22723,4,2,292,Self Pickup,ok
4/1/2017,SO67362,3,214,22723,9,1,292,Self Pickup,ok
4/1/2017,SO67362,2,536,22723,9,1,292,Self Pickup,ok
4/1/2017,SO67376,2,529,24724,9,2,292,Self Pickup,ok
4/1/2017,SO67394,3,528,18200,9,2,292,Self Pickup,ok
4/1/2017,SO67361,1,529,11185,4,2,292,Self Pickup,ok
4/1/2017,SO67361,2,540,11185,4,1,292,Self Pickup,ok
4/1/2017,SO67412,1,573,28734,4,1,292,Self Pickup,ok
4/1/2017,SO67356,1,581,17987,10,1,292,Self Pickup,ok
4/1/2017,SO67411,2,479,24716,6,2,292,Self Pickup,ok
4/1/2017,SO67403,2,226,18360,6,1,292,Self Pickup,ok
4/1/2017,SO67392,1,383,26135,1,1,292,Self Pickup,ok
4/1/2017,SO67380,1,537,14897,1,1,292,Self Pickup,ok
4/1/2017,SO67399,2,214,21357,6,1,292,Self Pickup,ok
4/1/2017,SO67399,1,389,21357,6,1,292,Self Pickup,ok
4/1/2017,SO67364,2,536,23304,6,2,292,Self Pickup,ok
4/1/2017,SO67378,3,485,14566,6,2,292,Self Pickup,ok
4/1/2017,SO67378,1,537,14566,6,1,292,Self Pickup,ok
4/1/2017,SO67388,2,485,16105,6,2,292,Self Pickup,ok
4/1/2017,SO67406,2,539,18233,6,2,292,Self Pickup,ok
4/1/2017,SO67409,1,389,28555,1,1,292,Self Pickup,ok
4/1/2017,SO67396,2,538,23370,1,1,292,Self Pickup,ok
4/1/2017,SO67374,2,491,15922,1,1,292,Self Pickup,ok
4/1/2017,SO67400,2,214,21369,7,1,292,Self Pickup,ok
4/1/2017,SO67400,1,381,21369,7,1,292,Self Pickup,ok
4/1/2017,SO67398,1,381,21486,9,1,292,Self Pickup,ok
4/1/2017,SO67358,2,484,11655,9,2,292,Self Pickup,ok
4/1/2017,SO67392,4,214,26135,4,1,291,Self Pickup,ok
4/1/2017,SO67373,2,478,14393,4,2,291,Self Pickup,ok
4/1/2017,SO67413,1,581,25634,4,1,291,Self Pickup,ok
4/1/2017,SO67389,1,356,15586,1,1,291,Self Pickup,ok
4/1/2017,SO67389,5,489,15586,1,1,291,Self Pickup,ok
4/1/2017,SO67416,2,479,13006,7,2,291,Self Pickup,ok
4/1/2017,SO67377,1,530,17110,4,2,289,Self Pickup,ok
4/1/2017,SO67358,1,480,11655,6,2,289,Self Pickup,ok
4/1/2017,SO67395,1,563,27114,6,1,288,Self Pickup,ok
4/1/2017,SO67390,3,477,15135,6,1,288,Self Pickup,ok
4/1/2017,SO67405,2,529,18227,6,2,288,Self Pickup,ok
4/1/2017,SO67396,1,604,23370,6,1,288,Self Pickup,ok
4/1/2017,SO67369,2,220,27632,6,1,288,Self Pickup,ok
4/1/2017,SO67414,3,220,12689,6,1,288,Self Pickup,ok
4/1/2017,SO67359,2,529,27398,6,2,287,Self Pickup,ok
4/1/2017,SO67394,2,535,18200,9,2,287,Self Pickup,ok
4/1/2017,SO67386,3,528,13086,9,2,287,Self Pickup,ok
4/1/2017,SO67386,1,354,13086,7,1,287,Self Pickup,ok
4/1/2017,SO67371,2,214,25621,7,1,287,Self Pickup,ok
4/1/2017,SO67371,3,226,25621,1,1,287,Self Pickup,ok
4/1/2017,SO67402,2,223,18551,1,2,287,Self Pickup,ok
4/1/2017,SO67402,1,581,18551,1,1,287,Self Pickup,ok
4/1/2017,SO67411,1,606,24716,1,1,287,Self Pickup,ok
4/1/2017,SO67354,1,583,18009,6,1,287,Self Pickup,ok
4/1/2017,SO67407,2,229,20874,7,1,287,Self Pickup,ok
4/1/2017,SO67365,1,478,21744,7,2,287,Self Pickup,ok
4/1/2017,SO67392,3,539,26135,1,2,287,Self Pickup,ok
4/1/2017,SO67385,3,477,16126,1,3,287,Self Pickup,ok
4/1/2017,SO67383,1,214,12326,1,1,287,Self Pickup,ok
4/1/2017,SO67380,2,528,14897,1,2,287,Self Pickup,ok
4/1/2017,SO67363,2,477,11507,4,3,287,Self Pickup,ok
4/1/2017,SO67363,3,223,11507,4,2,287,Self Pickup,ok
4/1/2017,SO67355,1,583,25478,4,1,287,Self Pickup,ok
4/1/2017,SO67417,2,214,27868,4,1,287,Self Pickup,ok
4/1/2017,SO67364,1,528,23304,10,3,287,Self Pickup,ok
4/1/2017,SO67381,1,537,14502,10,1,287,Self Pickup,ok
4/1/2017,SO67391,2,491,26660,1,1,287,Self Pickup,ok
4/1/2017,SO67410,1,605,23222,1,1,287,Self Pickup,ok
4/1/2017,SO67388,3,478,16105,1,3,287,Self Pickup,ok
4/1/2017,SO67406,4,480,18233,9,2,287,Self Pickup,ok
4/1/2017,SO67377,2,220,17110,9,1,287,Self Pickup,ok
4/1/2017,SO67415,3,541,12698,9,2,287,Self Pickup,ok
4/1/2017,SO67415,1,573,12698,9,1,287,Self Pickup,ok
4/1/2017,SO67404,2,539,18409,8,3,287,Self Pickup,ok
4/1/2017,SO67404,1,580,18409,8,1,287,Self Pickup,ok
4/1/2017,SO67374,3,223,15922,8,2,287,Self Pickup,ok
4/1/2017,SO67352,1,528,22214,1,2,287,Self Pickup,ok
4/1/2017,SO67352,2,537,22214,1,1,287,Self Pickup,ok
4/1/2017,SO67360,2,480,26045,1,2,287,Self Pickup,ok
4/1/2017,SO67360,1,535,26045,9,2,287,Self Pickup,ok
4/1/2017,SO67372,2,486,14509,9,1,286,Self Pickup,ok
4/1/2017,SO67373,1,485,14393,8,3,286,Self Pickup,ok
4/1/2017,SO67409,2,479,28555,8,2,286,Self Pickup,ok
4/1/2017,SO67412,2,214,28734,4,1,285,Self Pickup,ok
4/1/2017,SO67354,2,214,18009,4,1,285,Self Pickup,ok
4/1/2017,SO67385,2,478,16126,4,2,285,Self Pickup,ok
4/1/2017,SO67385,1,591,16126,7,1,285,Self Pickup,ok
4/1/2017,SO67401,2,479,21482,10,2,285,Self Pickup,ok
4/1/2017,SO67355,2,215,25478,10,1,285,Self Pickup,ok
4/1/2017,SO67384,1,215,11442,10,1,285,Self Pickup,ok
4/1/2017,SO67387,1,354,16148,9,1,285,Self Pickup,ok
4/1/2017,SO67410,2,215,23222,9,1,285,Self Pickup,ok
4/1/2017,SO67404,3,480,18409,9,1,285,Self Pickup,ok
4/1/2017,SO67386,4,480,13086,1,2,284,Self Pickup,ok
4/1/2017,SO67372,1,528,14509,1,1,284,Self Pickup,ok
4/1/2017,SO67411,3,477,24716,4,1,284,Self Pickup,ok
4/1/2017,SO67370,2,215,20792,4,1,284,Self Pickup,ok
4/1/2017,SO67380,3,480,14897,6,2,284,Self Pickup,ok
4/1/2017,SO67363,1,536,11507,6,2,284,Self Pickup,ok
4/1/2017,SO67417,1,575,27868,9,1,284,Self Pickup,ok
4/1/2017,SO67378,5,478,14566,9,2,284,Self Pickup,ok
4/1/2017,SO67378,6,229,14566,9,1,284,Self Pickup,ok
4/1/2017,SO67391,1,387,26660,9,1,284,Self Pickup,ok
4/1/2017,SO67405,1,582,18227,8,1,284,Self Pickup,ok
4/1/2017,SO67393,1,605,29291,8,1,284,Self Pickup,ok
4/1/2017,SO67353,3,220,17317,4,1,284,Self Pickup,ok
4/1/2017,SO67414,2,462,12689,4,2,284,Self Pickup,ok
4/1/2017,SO67389,2,478,15586,4,3,284,Self Pickup,ok
4/1/2017,SO67395,2,479,27114,4,2,283,Self Pickup,ok
4/1/2017,SO67376,1,539,24724,9,2,283,Self Pickup,ok
4/1/2017,SO67386,2,537,13086,9,1,283,Self Pickup,ok
4/1/2017,SO67366,2,477,12061,9,3,283,Self Pickup,ok
4/1/2017,SO67392,2,529,26135,9,2,283,Self Pickup,ok
4/1/2017,SO67378,2,528,14566,9,2,283,Self Pickup,ok
4/1/2017,SO67369,1,528,27632,9,2,283,Self Pickup,ok
4/1/2017,SO67389,3,477,15586,9,2,283,Self Pickup,ok
4/1/2017,SO67406,1,582,18233,9,1,282,Self Pickup,ok
4/1/2017,SO67397,1,604,23701,9,1,282,Self Pickup,ok
4/1/2017,SO67380,4,484,14897,9,2,281,Self Pickup,ok
4/2/2017,SO67454,2,528,13721,7,2,296,Delivery Truck,ok
4/2/2017,SO67478,1,563,11431,7,1,295,Delivery Truck,ok
4/2/2017,SO67473,4,223,23227,7,2,288,Delivery Truck,ok
4/2/2017,SO67452,2,480,17807,7,2,288,Delivery Truck,ok
4/2/2017,SO67470,2,229,20208,7,1,287,Delivery Truck,ok
4/2/2017,SO67476,1,574,28742,6,1,287,Delivery Truck,unknown
4/2/2017,SO67471,1,583,17476,1,1,285,Delivery Truck,ok
4/2/2017,SO67431,3,223,15622,1,2,285,Delivery Truck,refunded
4/2/2017,SO67444,1,540,27893,1,1,284,Delivery Truck,ok
4/2/2017,SO67437,4,484,23353,1,2,284,Delivery Truck,refunded
4/2/2017,SO67433,3,215,29246,7,1,284,Delivery Truck,ok
4/2/2017,SO67479,1,585,29462,7,1,283,Delivery Truck,ok
4/2/2017,SO67454,1,597,13721,7,1,296,Regular Air,ok
4/2/2017,SO67480,2,220,13107,7,1,296,Regular Air,ok
4/2/2017,SO67432,1,580,17989,7,1,295,Regular Air,ok
4/2/2017,SO67441,1,528,15855,6,2,292,Regular Air,cancelled
4/2/2017,SO67459,1,571,15631,6,1,291,Regular Air,ok
4/2/2017,SO67423,4,214,16481,9,1,287,Regular Air,ok
4/2/2017,SO67454,4,215,13721,9,1,285,Regular Air,ok
4/2/2017,SO67475,1,605,23746,9,1,284,Regular Air,ok
4/2/2017,SO67481,2,477,12701,9,2,282,Regular Air,ok
4/2/2017,SO67464,4,477,27711,8,2,296,Self Pickup,ok
4/2/2017,SO67479,3,479,29462,8,2,296,Self Pickup,ok
4/2/2017,SO67456,2,478,13064,8,2,296,Self Pickup,ok
4/2/2017,SO67456,4,487,13064,8,1,296,Self Pickup,ok
4/2/2017,SO67448,2,480,24559,8,2,295,Self Pickup,ok
4/2/2017,SO67478,3,479,11431,8,2,295,Self Pickup,ok
4/2/2017,SO67479,4,473,29462,8,1,295,Self Pickup,ok
4/2/2017,SO67436,2,536,22744,1,1,295,Self Pickup,ok
4/2/2017,SO67445,4,484,12597,1,3,295,Self Pickup,ok
4/2/2017,SO67443,2,537,12408,1,1,295,Self Pickup,ok
4/2/2017,SO67435,1,535,26497,1,2,295,Self Pickup,ok
4/2/2017,SO67460,1,572,28699,10,1,295,Self Pickup,ok
4/2/2017,SO67480,1,577,13107,7,1,295,Self Pickup,ok
4/2/2017,SO67450,2,530,13599,7,2,295,Self Pickup,ok
4/2/2017,SO67448,1,529,24559,9,2,293,Self Pickup,ok
4/2/2017,SO67455,4,482,14003,9,2,293,Self Pickup,ok
4/2/2017,SO67458,2,478,16785,9,2,293,Self Pickup,ok
4/2/2017,SO67465,1,373,21571,9,1,293,Self Pickup,ok
4/2/2017,SO67442,1,528,14618,9,2,293,Self Pickup,ok
4/2/2017,SO67418,1,588,17278,8,1,293,Self Pickup,ok
4/2/2017,SO67468,2,214,25984,1,1,293,Self Pickup,ok
4/2/2017,SO67429,2,485,17781,1,1,293,Self Pickup,ok
4/2/2017,SO67443,3,480,12408,1,2,293,Self Pickup,ok
4/2/2017,SO67422,1,538,24884,1,2,293,Self Pickup,ok
4/2/2017,SO67453,1,235,12633,1,1,293,Self Pickup,ok
4/2/2017,SO67437,3,480,23353,9,2,293,Self Pickup,ok
4/2/2017,SO67437,2,528,23353,9,2,293,Self Pickup,ok
4/2/2017,SO67432,2,226,17989,8,1,293,Self Pickup,ok
4/2/2017,SO67447,3,541,27304,8,2,292,Self Pickup,ok
4/2/2017,SO67447,2,223,27304,4,1,292,Self Pickup,ok
4/2/2017,SO67455,3,528,14003,4,2,292,Self Pickup,ok
4/2/2017,SO67455,2,535,14003,4,1,292,Self Pickup,ok
4/2/2017,SO67464,2,479,27711,4,2,292,Self Pickup,ok
4/2/2017,SO67430,3,479,24067,4,2,292,Self Pickup,ok
4/2/2017,SO67456,3,477,13064,10,3,292,Self Pickup,ok
4/2/2017,SO67456,1,352,13064,10,1,292,Self Pickup,ok
4/2/2017,SO67463,1,381,26033,10,1,292,Self Pickup,ok
4/2/2017,SO67477,1,564,16309,8,1,292,Self Pickup,ok
4/2/2017,SO67436,3,480,22744,8,2,292,Self Pickup,ok
4/2/2017,SO67436,5,484,22744,8,2,292,Self Pickup,ok
4/2/2017,SO67476,3,223,28742,10,2,292,Self Pickup,ok
4/2/2017,SO67481,5,481,12701,10,2,292,Self Pickup,ok
4/2/2017,SO67439,1,477,18410,10,2,292,Self Pickup,ok
4/2/2017,SO67419,1,477,11203,10,2,292,Self Pickup,ok
4/2/2017,SO67425,1,528,13009,1,2,292,Self Pickup,ok
4/2/2017,SO67457,2,478,18237,1,2,292,Self Pickup,ok
4/2/2017,SO67472,2,538,24099,9,2,292,Self Pickup,ok
4/2/2017,SO67434,3,214,29022,9,1,292,Self Pickup,ok
4/2/2017,SO67466,2,223,29275,9,2,292,Self Pickup,ok
4/2/2017,SO67466,1,565,29275,9,1,292,Self Pickup,ok
4/2/2017,SO67450,3,480,13599,9,2,292,Self Pickup,ok
4/2/2017,SO67462,2,487,15218,9,1,292,Self Pickup,ok
4/2/2017,SO67456,5,484,13064,9,2,291,Self Pickup,ok
4/2/2017,SO67438,1,478,13988,9,2,291,Self Pickup,ok
4/2/2017,SO67428,1,360,14697,9,1,291,Self Pickup,ok
4/2/2017,SO67458,3,477,16785,4,3,289,Self Pickup,ok
4/2/2017,SO67449,1,530,13694,4,2,289,Self Pickup,ok
4/2/2017,SO67469,1,606,23582,8,1,289,Self Pickup,ok
4/2/2017,SO67433,4,466,29246,8,2,289,Self Pickup,ok
4/2/2017,SO67447,1,530,27304,8,2,288,Self Pickup,ok
4/2/2017,SO67455,1,598,14003,9,1,288,Self Pickup,ok
4/2/2017,SO67473,3,477,23227,8,2,288,Self Pickup,ok
4/2/2017,SO67445,1,530,12597,8,2,288,Self Pickup,ok
4/2/2017,SO67481,4,214,12701,8,1,288,Self Pickup,ok
4/2/2017,SO67424,1,528,24600,4,3,288,Self Pickup,ok
4/2/2017,SO67454,3,535,13721,4,2,288,Self Pickup,ok
4/2/2017,SO67419,2,479,11203,4,2,288,Self Pickup,ok
4/2/2017,SO67467,3,477,27280,4,2,288,Self Pickup,ok
4/2/2017,SO67457,1,360,18237,1,1,288,Self Pickup,ok
4/2/2017,SO67469,3,538,23582,1,2,288,Self Pickup,ok
4/2/2017,SO67433,1,539,29246,1,2,288,Self Pickup,ok
4/2/2017,SO67473,2,479,23227,7,2,287,Self Pickup,ok
4/2/2017,SO67470,1,387,20208,8,1,287,Self Pickup,ok
4/2/2017,SO67464,1,584,27711,8,1,287,Self Pickup,ok
4/2/2017,SO67430,4,220,24067,8,1,287,Self Pickup,ok
4/2/2017,SO67458,4,484,16785,9,2,287,Self Pickup,ok
4/2/2017,SO67444,2,480,27893,1,2,287,Self Pickup,ok
4/2/2017,SO67479,5,215,29462,1,1,287,Self Pickup,ok
4/2/2017,SO67477,2,214,16309,1,1,287,Self Pickup,ok
4/2/2017,SO67436,1,528,22744,1,3,287,Self Pickup,ok
4/2/2017,SO67436,4,223,22744,6,1,287,Self Pickup,ok
4/2/2017,SO67427,2,477,19040,6,3,287,Self Pickup,ok
4/2/2017,SO67427,1,362,19040,6,1,287,Self Pickup,ok
4/2/2017,SO67468,1,577,25984,9,1,287,Self Pickup,ok
4/2/2017,SO67429,1,356,17781,9,1,287,Self Pickup,ok
4/2/2017,SO67429,3,482,17781,9,1,287,Self Pickup,ok
4/2/2017,SO67421,1,536,16706,9,2,287,Self Pickup,ok
4/2/2017,SO67435,3,215,26497,9,1,287,Self Pickup,ok
4/2/2017,SO67474,1,584,13261,9,1,287,Self Pickup,ok
4/2/2017,SO67423,3,477,16481,9,2,287,Self Pickup,ok
4/2/2017,SO67423,1,485,16481,9,1,287,Self Pickup,ok
4/2/2017,SO67428,2,215,14697,6,1,287,Self Pickup,ok
4/2/2017,SO67457,3,223,18237,6,2,287,Self Pickup,ok
4/2/2017,SO67457,4,477,18237,6,1,287,Self Pickup,ok
4/2/2017,SO67441,3,480,15855,9,2,287,Self Pickup,ok
4/2/2017,SO67441,2,485,15855,9,1,287,Self Pickup,ok
4/2/2017,SO67452,1,530,17807,4,1,287,Self Pickup,ok
4/2/2017,SO67420,2,539,17302,4,2,287,Self Pickup,ok
4/2/2017,SO67472,3,480,24099,4,2,287,Self Pickup,ok
4/2/2017,SO67434,1,539,29022,10,2,287,Self Pickup,ok
4/2/2017,SO67434,2,529,29022,10,1,287,Self Pickup,ok
4/2/2017,SO67433,2,529,29246,6,2,287,Self Pickup,ok
4/2/2017,SO67450,1,541,13599,6,2,287,Self Pickup,ok
4/2/2017,SO67462,1,362,15218,6,1,287,Self Pickup,ok
4/2/2017,SO67431,2,215,15622,6,1,287,Self Pickup,ok
4/2/2017,SO67443,1,528,12408,4,2,286,Self Pickup,ok
4/2/2017,SO67419,3,491,11203,4,1,286,Self Pickup,ok
4/2/2017,SO67420,1,529,17302,4,2,286,Self Pickup,ok
4/2/2017,SO67469,4,472,23582,10,1,286,Self Pickup,ok
